,filename,volume,model_height,model_radius,infill,layer_height,est_time
71,stls/1003769.stl,25794.960499617388,55.72569274902344,12.138492636314567,20.0,0.2,95.0
72,stls/1003792.stl,13015.622121063372,2.200000047683716,43.395648641151375,20.0,0.2,67.0
73,stls/1003866.stl,1535.9390066290541,26.0,4.336360448336559,20.0,0.2,13.0
74,stls/1003882.stl,6395.480021272398,3.0,26.049597038866224,20.0,0.2,35.0
75,stls/1003900.stl,169.36961439890365,28.20600128173828,1.3825220046198181,20.0,0.2,3.0
76,stls/1003907.stl,46486.16517484389,18.010000228881836,28.663555803651878,20.0,0.2,169.0
77,stls/1003936.stl,5271.075990985074,6.0,16.722418080511815,20.0,0.2,20.0
78,stls/1003953.stl,20515.6796406004,2.799999952316284,48.29353610471857,20.0,0.2,103.0
79,stls/100399.stl,177825.6862387194,7.5,86.87437209150636,20.0,0.2,442.0
80,stls/1004046.stl,6381.1721355513755,10.600500106811523,13.842422998524535,20.0,0.2,36.0
81,stls/100407.stl,29122.427804389135,78.0,10.901632834539623,20.0,0.2,137.0
82,stls/1004214.stl,339881.5736090942,35.0,55.597447272200355,20.0,0.2,670.0
83,stls/100448.stl,3100.614133710973,18.350000381469727,7.3338307994740495,20.0,0.2,19.0
84,stls/1004509.stl,4353.274913231532,20.0,8.323732462535903,20.0,0.2,20.0
85,stls/1004514.stl,13454.904597299372,7.012499809265137,24.713197719613113,20.0,0.2,60.0
86,stls/1004582.stl,2751.2946815790433,3.8499999046325684,15.082150098578886,20.0,0.2,13.0
87,stls/1004609.stl,1787.5054666137632,3.0,13.771718140579878,20.0,0.2,10.0
88,stls/1004623.stl,21002.476453956202,10.39229965209961,25.363225709411378,20.0,0.2,171.0
89,stls/1004880.stl,7724.0069238575525,26.0,9.72433063707078,20.0,0.2,29.0
90,stls/1004910.stl,399.4598208812319,6.0,4.6034771300199875,20.0,0.2,3.0
